id,name,brand,product_type,price,quantity,description,battery_life,features,connectivity,movement_type,power_reserve,water_resistant
476,Citizen Eco-Drive Elite 816 Edition,Citizen Eco-Drive,electronic,8449077,24,Mẫu Citizen Eco-Drive Elite 816 Edition của Citizen Eco-Drive - thiết kế hiện đại.,4.0,music_control;waterproof;gps;sleep_tracking;notifications,gps,,,
477,Citizen Heritage 641 Line,Citizen,mechanical,7990846,78,Mẫu Citizen Heritage 641 Line của Citizen - thiết kế cổ điển.,,,,manual,42.0,0.0
478,Rolex Heritage 193 Series,Rolex,electronic,3144904,37,Mẫu Rolex Heritage 193 Series của Rolex - thiết kế hiện đại.,1.0,notifications;nfc;sleep_tracking;step_counter,gps,,,
479,Seiko Master 51 Z,Seiko,mechanical,820898,13,Mẫu Seiko Master 51 Z của Seiko - thiết kế cổ điển.,,,,manual,42.0,1.0
480,Seiko Elite 93 Model,Seiko,electronic,713510,27,Mẫu Seiko Elite 93 Model của Seiko - thiết kế hiện đại.,3.0,step_counter;music_control;waterproof;nfc,gps,,,
481,Casio Urban 83 Model,Casio,electronic,1312556,99,Mẫu Casio Urban 83 Model của Casio - thiết kế hiện đại.,4.0,notifications,wifi,,,
482,Rolex Heritage 849 Edition,Rolex,mechanical,2268443,98,Mẫu Rolex Heritage 849 Edition của Rolex - thiết kế cổ điển.,,,,automatic,48.0,0.0
483,Casio Elite 472 Series,Casio,mechanical,8056517,26,Mẫu Casio Elite 472 Series của Casio - thiết kế cổ điển.,,,,manual,48.0,0.0
484,Tag Heuer Master 645 Edition,Tag Heuer,electronic,11298506,70,Mẫu Tag Heuer Master 645 Edition của Tag Heuer - thiết kế hiện đại.,5.0,step_counter,gps,,,
485,Fossil Urban 909 Edition,Fossil,electronic,13023036,27,Mẫu Fossil Urban 909 Edition của Fossil - thiết kế hiện đại.,1.0,music_control;nfc,bluetooth,,,
486,Rolex Voyager 123 X,Rolex,mechanical,11942585,1,Mẫu Rolex Voyager 123 X của Rolex - thiết kế cổ điển.,,,,automatic,60.0,0.0
487,Citizen Eco-Drive Master 381 Series,Citizen Eco-Drive,electronic,4106473,63,Mẫu Citizen Eco-Drive Master 381 Series của Citizen Eco-Drive - thiết kế hiện đại.,1.0,sleep_tracking;music_control;notifications;heart_rate;step_counter,none,,,
488,Skagen Sport 129 S,Skagen,electronic,3873782,71,Mẫu Skagen Sport 129 S của Skagen - thiết kế hiện đại.,10.0,notifications;sleep_tracking;gps,bluetooth,,,
489,Swatch Master 257 Edition,Swatch,electronic,7536881,56,Mẫu Swatch Master 257 Edition của Swatch - thiết kế hiện đại.,5.0,notifications;gps;step_counter,wifi,,,
490,Tag Heuer Apex 282 One,Tag Heuer,electronic,13759873,70,Mẫu Tag Heuer Apex 282 One của Tag Heuer - thiết kế hiện đại.,2.0,nfc,gps,,,
491,Rolex Pilot 376 S,Rolex,mechanical,510438,81,Mẫu Rolex Pilot 376 S của Rolex - thiết kế cổ điển.,,,,manual,72.0,1.0
492,Citizen Eco-Drive Urban 795 One,Citizen Eco-Drive,electronic,3962405,92,Mẫu Citizen Eco-Drive Urban 795 One của Citizen Eco-Drive - thiết kế hiện đại.,1.0,music_control;gps;step_counter;waterproof;notifications,none,,,
493,Tag Heuer Sport 99 Z,Tag Heuer,mechanical,10053920,5,Mẫu Tag Heuer Sport 99 Z của Tag Heuer - thiết kế cổ điển.,,,,automatic,40.0,1.0
494,Bulova Elite 102 Edition,Bulova,mechanical,8779677,49,Mẫu Bulova Elite 102 Edition của Bulova - thiết kế cổ điển.,,,,manual,60.0,0.0
495,Rolex Classic 376 Line,Rolex,electronic,9286328,9,Mẫu Rolex Classic 376 Line của Rolex - thiết kế hiện đại.,1.0,notifications;music_control,bluetooth,,,
496,Casio Urban 572 X,Casio,electronic,12419384,90,Mẫu Casio Urban 572 X của Casio - thiết kế hiện đại.,1.0,step_counter;notifications;heart_rate;sleep_tracking;nfc,bluetooth,,,
497,Invicta Sport 104 Line,Invicta,electronic,8209085,24,Mẫu Invicta Sport 104 Line của Invicta - thiết kế hiện đại.,2.0,waterproof;step_counter;sleep_tracking;gps;notifications,bluetooth,,,
498,Movado Urban 691 S,Movado,electronic,10686981,54,Mẫu Movado Urban 691 S của Movado - thiết kế hiện đại.,1.0,nfc;step_counter,gps,,,
499,Hamilton Pilot 615 S,Hamilton,electronic,14036040,40,Mẫu Hamilton Pilot 615 S của Hamilton - thiết kế hiện đại.,5.0,sleep_tracking;waterproof;notifications,gps,,,
500,Tag Heuer Voyager 247 One,Tag Heuer,electronic,8411580,48,Mẫu Tag Heuer Voyager 247 One của Tag Heuer - thiết kế hiện đại.,10.0,step_counter;nfc;waterproof;sleep_tracking;notifications,bluetooth,,,
501,Omega Voyager 17 Z,Omega,electronic,2458743,38,Mẫu Omega Voyager 17 Z của Omega - thiết kế hiện đại.,1.0,waterproof;gps;nfc,bluetooth,,,
502,Rolex Pilot 524 Z,Rolex,electronic,8774689,73,Mẫu Rolex Pilot 524 Z của Rolex - thiết kế hiện đại.,2.0,heart_rate,gps,,,
503,Tissot Prime 376 One,Tissot,mechanical,4122925,32,Mẫu Tissot Prime 376 One của Tissot - thiết kế cổ điển.,,,,manual,36.0,0.0
504,Fossil Sport 741 Lite,Fossil,mechanical,11997111,22,Mẫu Fossil Sport 741 Lite của Fossil - thiết kế cổ điển.,,,,manual,80.0,0.0
505,Orient Voyager 658 Pro,Orient,electronic,1041888,73,Mẫu Orient Voyager 658 Pro của Orient - thiết kế hiện đại.,4.0,heart_rate,none,,,
506,Patek Philippe Heritage 953 Series,Patek Philippe,mechanical,13111904,29,Mẫu Patek Philippe Heritage 953 Series của Patek Philippe - thiết kế cổ điển.,,,,automatic,72.0,0.0
507,Omega Pilot 43 Lite,Omega,mechanical,8328981,19,Mẫu Omega Pilot 43 Lite của Omega - thiết kế cổ điển.,,,,manual,60.0,0.0
508,Casio Heritage 995 S,Casio,mechanical,11416183,73,Mẫu Casio Heritage 995 S của Casio - thiết kế cổ điển.,,,,automatic,40.0,0.0
509,Hublot Master 136 Lite,Hublot,mechanical,1696904,73,Mẫu Hublot Master 136 Lite của Hublot - thiết kế cổ điển.,,,,automatic,60.0,0.0
510,Hublot Pilot 445 Model,Hublot,mechanical,11549477,61,Mẫu Hublot Pilot 445 Model của Hublot - thiết kế cổ điển.,,,,automatic,48.0,0.0
511,Fossil Pilot 631 Z,Fossil,electronic,4070565,9,Mẫu Fossil Pilot 631 Z của Fossil - thiết kế hiện đại.,3.0,sleep_tracking;notifications;step_counter;heart_rate,bluetooth,,,
512,Patek Philippe Urban 357 Line,Patek Philippe,electronic,5150706,76,Mẫu Patek Philippe Urban 357 Line của Patek Philippe - thiết kế hiện đại.,7.0,step_counter,wifi,,,
513,Citizen Eco-Drive Apex 639 Model,Citizen Eco-Drive,electronic,6886720,29,Mẫu Citizen Eco-Drive Apex 639 Model của Citizen Eco-Drive - thiết kế hiện đại.,2.0,nfc;music_control;sleep_tracking,bluetooth,,,
514,Casio Elite 972 One,Casio,mechanical,13937581,36,Mẫu Casio Elite 972 One của Casio - thiết kế cổ điển.,,,,automatic,42.0,0.0
515,Omega Apex 483 Edition,Omega,electronic,5312212,94,Mẫu Omega Apex 483 Edition của Omega - thiết kế hiện đại.,5.0,waterproof;step_counter,none,,,
516,Citizen Eco-Drive Master 712 Edition,Citizen Eco-Drive,electronic,5960797,84,Mẫu Citizen Eco-Drive Master 712 Edition của Citizen Eco-Drive - thiết kế hiện đại.,5.0,step_counter,wifi,,,
517,Fossil Voyager 278 Edition,Fossil,mechanical,7241932,1,Mẫu Fossil Voyager 278 Edition của Fossil - thiết kế cổ điển.,,,,automatic,48.0,0.0
518,Swatch Sport 20 Pro,Swatch,mechanical,13077451,83,Mẫu Swatch Sport 20 Pro của Swatch - thiết kế cổ điển.,,,,manual,40.0,0.0
519,Orient Urban 497 One,Orient,electronic,8207629,23,Mẫu Orient Urban 497 One của Orient - thiết kế hiện đại.,2.0,notifications;step_counter;sleep_tracking;heart_rate;music_control,wifi,,,
520,Omega Urban 502 X,Omega,electronic,11293665,2,Mẫu Omega Urban 502 X của Omega - thiết kế hiện đại.,3.0,sleep_tracking;notifications;nfc,wifi,,,
521,Invicta Prime 832 Edition,Invicta,electronic,9573989,49,Mẫu Invicta Prime 832 Edition của Invicta - thiết kế hiện đại.,10.0,step_counter,wifi,,,
522,Hublot Master 90 X,Hublot,mechanical,8050409,86,Mẫu Hublot Master 90 X của Hublot - thiết kế cổ điển.,,,,automatic,48.0,1.0
523,Patek Philippe Prime 932 One,Patek Philippe,electronic,5274629,69,Mẫu Patek Philippe Prime 932 One của Patek Philippe - thiết kế hiện đại.,2.0,nfc;step_counter,wifi,,,
524,Omega Pilot 932 Model,Omega,electronic,6735932,98,Mẫu Omega Pilot 932 Model của Omega - thiết kế hiện đại.,2.0,nfc;notifications;heart_rate;step_counter;sleep_tracking,wifi,,,
525,Tissot Classic 784 Lite,Tissot,mechanical,13261913,52,Mẫu Tissot Classic 784 Lite của Tissot - thiết kế cổ điển.,,,,manual,42.0,0.0
526,Rolex Master 798 Line,Rolex,electronic,2048186,23,Mẫu Rolex Master 798 Line của Rolex - thiết kế hiện đại.,1.0,step_counter;notifications;music_control;sleep_tracking;gps,wifi,,,
527,Seiko Urban 82 S,Seiko,mechanical,2444256,77,Mẫu Seiko Urban 82 S của Seiko - thiết kế cổ điển.,,,,manual,72.0,0.0
528,Hublot Apex 486 Model,Hublot,mechanical,2874902,28,Mẫu Hublot Apex 486 Model của Hublot - thiết kế cổ điển.,,,,automatic,48.0,1.0
529,Patek Philippe Elite 761 Line,Patek Philippe,electronic,11487761,8,Mẫu Patek Philippe Elite 761 Line của Patek Philippe - thiết kế hiện đại.,2.0,notifications;sleep_tracking;nfc;waterproof,wifi,,,
530,Casio Voyager 753 X,Casio,mechanical,10942913,50,Mẫu Casio Voyager 753 X của Casio - thiết kế cổ điển.,,,,automatic,60.0,1.0
531,Casio Elite 532 Z,Casio,electronic,6236362,94,Mẫu Casio Elite 532 Z của Casio - thiết kế hiện đại.,1.0,music_control;step_counter;sleep_tracking;heart_rate;gps,none,,,
532,Omega Prime 473 Model,Omega,mechanical,6625702,78,Mẫu Omega Prime 473 Model của Omega - thiết kế cổ điển.,,,,automatic,72.0,0.0
533,Longines Apex 93 Z,Longines,electronic,2140988,99,Mẫu Longines Apex 93 Z của Longines - thiết kế hiện đại.,5.0,nfc;waterproof;music_control;notifications;sleep_tracking,bluetooth,,,
534,Movado Elite 904 S,Movado,mechanical,1807605,41,Mẫu Movado Elite 904 S của Movado - thiết kế cổ điển.,,,,automatic,72.0,0.0
535,Orient Apex 650 Lite,Orient,mechanical,1736945,90,Mẫu Orient Apex 650 Lite của Orient - thiết kế cổ điển.,,,,manual,72.0,0.0
536,Hamilton Heritage 564 X,Hamilton,electronic,1136638,21,Mẫu Hamilton Heritage 564 X của Hamilton - thiết kế hiện đại.,3.0,nfc;gps;music_control;sleep_tracking;heart_rate,gps,,,
537,Longines Prime 642 Model,Longines,mechanical,2204533,16,Mẫu Longines Prime 642 Model của Longines - thiết kế cổ điển.,,,,automatic,36.0,0.0
538,Seiko Apex 510 S,Seiko,electronic,8380767,0,Mẫu Seiko Apex 510 S của Seiko - thiết kế hiện đại.,5.0,waterproof;gps;step_counter;notifications,gps,,,
539,Citizen Voyager 615 Edition,Citizen,mechanical,4048341,70,Mẫu Citizen Voyager 615 Edition của Citizen - thiết kế cổ điển.,,,,manual,60.0,0.0
540,Fossil Classic 190 Model,Fossil,electronic,1298427,44,Mẫu Fossil Classic 190 Model của Fossil - thiết kế hiện đại.,1.0,heart_rate;sleep_tracking,none,,,
541,Citizen Classic 112 X,Citizen,mechanical,14909160,20,Mẫu Citizen Classic 112 X của Citizen - thiết kế cổ điển.,,,,manual,60.0,0.0
542,Citizen Eco-Drive Voyager 807 Z,Citizen Eco-Drive,electronic,3072579,58,Mẫu Citizen Eco-Drive Voyager 807 Z của Citizen Eco-Drive - thiết kế hiện đại.,7.0,sleep_tracking;heart_rate;music_control;nfc;step_counter,none,,,
543,Citizen Heritage 864 Z,Citizen,electronic,1441425,60,Mẫu Citizen Heritage 864 Z của Citizen - thiết kế hiện đại.,2.0,step_counter,none,,,
544,Invicta Elite 713 Line,Invicta,electronic,9374779,13,Mẫu Invicta Elite 713 Line của Invicta - thiết kế hiện đại.,5.0,gps;waterproof;sleep_tracking;step_counter;nfc,gps,,,
545,Tag Heuer Prime 539 One,Tag Heuer,electronic,14927853,45,Mẫu Tag Heuer Prime 539 One của Tag Heuer - thiết kế hiện đại.,2.0,notifications;step_counter;sleep_tracking;waterproof;music_control,wifi,,,
546,Timex Prime 199 Edition,Timex,electronic,2214003,59,Mẫu Timex Prime 199 Edition của Timex - thiết kế hiện đại.,7.0,waterproof,gps,,,
547,Tag Heuer Urban 574 Line,Tag Heuer,mechanical,663810,25,Mẫu Tag Heuer Urban 574 Line của Tag Heuer - thiết kế cổ điển.,,,,manual,42.0,1.0
548,Invicta Pilot 332 Edition,Invicta,mechanical,2150633,42,Mẫu Invicta Pilot 332 Edition của Invicta - thiết kế cổ điển.,,,,manual,48.0,0.0
549,Seiko Master 199 Lite,Seiko,electronic,12590467,86,Mẫu Seiko Master 199 Lite của Seiko - thiết kế hiện đại.,4.0,heart_rate;sleep_tracking;gps;waterproof,wifi,,,
550,Skagen Urban 474 X,Skagen,electronic,13952955,7,Mẫu Skagen Urban 474 X của Skagen - thiết kế hiện đại.,10.0,step_counter;notifications;sleep_tracking;nfc;heart_rate,wifi,,,
551,Tag Heuer Urban 68 Model,Tag Heuer,electronic,4566670,3,Mẫu Tag Heuer Urban 68 Model của Tag Heuer - thiết kế hiện đại.,3.0,nfc;step_counter;music_control;waterproof,wifi,,,
552,Omega Urban 727 Edition,Omega,electronic,4436713,11,Mẫu Omega Urban 727 Edition của Omega - thiết kế hiện đại.,4.0,sleep_tracking;waterproof,none,,,
553,Omega Master 115 Lite,Omega,mechanical,11881688,99,Mẫu Omega Master 115 Lite của Omega - thiết kế cổ điển.,,,,automatic,36.0,0.0
554,Bulova Pilot 158 Line,Bulova,electronic,5431681,61,Mẫu Bulova Pilot 158 Line của Bulova - thiết kế hiện đại.,7.0,step_counter;music_control;nfc;gps;heart_rate,wifi,,,
555,Casio Apex 397 Z,Casio,mechanical,2179622,39,Mẫu Casio Apex 397 Z của Casio - thiết kế cổ điển.,,,,automatic,72.0,0.0
556,Tag Heuer Apex 911 Edition,Tag Heuer,electronic,1994991,98,Mẫu Tag Heuer Apex 911 Edition của Tag Heuer - thiết kế hiện đại.,7.0,heart_rate;step_counter;nfc,wifi,,,
557,Fossil Prime 284 Z,Fossil,mechanical,5127672,56,Mẫu Fossil Prime 284 Z của Fossil - thiết kế cổ điển.,,,,automatic,42.0,1.0
558,Orient Classic 982 One,Orient,mechanical,8614574,13,Mẫu Orient Classic 982 One của Orient - thiết kế cổ điển.,,,,automatic,60.0,0.0
559,Rolex Master 966 Pro,Rolex,electronic,8824203,21,Mẫu Rolex Master 966 Pro của Rolex - thiết kế hiện đại.,1.0,sleep_tracking;step_counter;waterproof,bluetooth,,,
560,Bulova Classic 109 X,Bulova,mechanical,1280098,54,Mẫu Bulova Classic 109 X của Bulova - thiết kế cổ điển.,,,,manual,40.0,0.0
561,Movado Apex 632 Lite,Movado,electronic,5030389,25,Mẫu Movado Apex 632 Lite của Movado - thiết kế hiện đại.,7.0,gps;music_control;waterproof;step_counter;notifications,bluetooth,,,
562,Longines Sport 467 Pro,Longines,electronic,10424931,90,Mẫu Longines Sport 467 Pro của Longines - thiết kế hiện đại.,10.0,notifications;gps;music_control;sleep_tracking,none,,,
563,Hublot Master 717 Lite,Hublot,electronic,11937291,41,Mẫu Hublot Master 717 Lite của Hublot - thiết kế hiện đại.,4.0,heart_rate;notifications;waterproof;music_control,none,,,
564,Hamilton Prime 787 Lite,Hamilton,electronic,9264383,16,Mẫu Hamilton Prime 787 Lite của Hamilton - thiết kế hiện đại.,5.0,music_control,bluetooth,,,
565,Citizen Prime 546 S,Citizen,mechanical,6311839,52,Mẫu Citizen Prime 546 S của Citizen - thiết kế cổ điển.,,,,automatic,60.0,1.0
566,Bulova Heritage 68 Lite,Bulova,electronic,3519453,88,Mẫu Bulova Heritage 68 Lite của Bulova - thiết kế hiện đại.,5.0,music_control;step_counter;nfc;notifications,wifi,,,
567,Citizen Voyager 857 S,Citizen,mechanical,2157681,76,Mẫu Citizen Voyager 857 S của Citizen - thiết kế cổ điển.,,,,manual,42.0,0.0
568,Longines Master 316 X,Longines,mechanical,1509311,13,Mẫu Longines Master 316 X của Longines - thiết kế cổ điển.,,,,manual,42.0,0.0
569,Casio Sport 223 Model,Casio,electronic,13365292,96,Mẫu Casio Sport 223 Model của Casio - thiết kế hiện đại.,7.0,nfc,wifi,,,
570,Omega Heritage 631 One,Omega,electronic,6983817,26,Mẫu Omega Heritage 631 One của Omega - thiết kế hiện đại.,7.0,step_counter;notifications;sleep_tracking,none,,,
571,Patek Philippe Urban 92 One,Patek Philippe,electronic,617729,65,Mẫu Patek Philippe Urban 92 One của Patek Philippe - thiết kế hiện đại.,4.0,step_counter;heart_rate,none,,,
572,Casio Classic 721 Z,Casio,electronic,12400923,45,Mẫu Casio Classic 721 Z của Casio - thiết kế hiện đại.,1.0,heart_rate;gps;waterproof,gps,,,
573,Hublot Heritage 391 X,Hublot,electronic,8404222,84,Mẫu Hublot Heritage 391 X của Hublot - thiết kế hiện đại.,2.0,nfc;gps;step_counter;waterproof,none,,,
574,Tissot Prime 894 Model,Tissot,electronic,2447023,9,Mẫu Tissot Prime 894 Model của Tissot - thiết kế hiện đại.,7.0,nfc,gps,,,
575,Tissot Sport 141 X,Tissot,electronic,12972215,100,Mẫu Tissot Sport 141 X của Tissot - thiết kế hiện đại.,7.0,music_control;step_counter;gps;waterproof;notifications,gps,,,
576,Timex Master 435 One,Timex,mechanical,607735,63,Mẫu Timex Master 435 One của Timex - thiết kế cổ điển.,,,,automatic,72.0,0.0
577,Skagen Voyager 376 Edition,Skagen,mechanical,14684385,72,Mẫu Skagen Voyager 376 Edition của Skagen - thiết kế cổ điển.,,,,manual,72.0,0.0
578,Bulova Sport 146 Z,Bulova,mechanical,14761897,96,Mẫu Bulova Sport 146 Z của Bulova - thiết kế cổ điển.,,,,manual,48.0,0.0
579,Citizen Eco-Drive Sport 252 S,Citizen Eco-Drive,mechanical,9644611,84,Mẫu Citizen Eco-Drive Sport 252 S của Citizen Eco-Drive - thiết kế cổ điển.,,,,automatic,72.0,0.0
580,Movado Prime 628 Edition,Movado,electronic,13601986,68,Mẫu Movado Prime 628 Edition của Movado - thiết kế hiện đại.,10.0,notifications,gps,,,
581,Bulova Voyager 752 Lite,Bulova,electronic,6604734,37,Mẫu Bulova Voyager 752 Lite của Bulova - thiết kế hiện đại.,3.0,heart_rate;sleep_tracking,none,,,
582,Movado Prime 63 S,Movado,electronic,8883046,73,Mẫu Movado Prime 63 S của Movado - thiết kế hiện đại.,1.0,heart_rate;nfc;waterproof,bluetooth,,,
583,Citizen Prime 259 Model,Citizen,mechanical,9429068,35,Mẫu Citizen Prime 259 Model của Citizen - thiết kế cổ điển.,,,,manual,36.0,0.0
584,Hamilton Voyager 757 Model,Hamilton,mechanical,10057757,47,Mẫu Hamilton Voyager 757 Model của Hamilton - thiết kế cổ điển.,,,,automatic,42.0,0.0
585,Hamilton Pilot 883 Edition,Hamilton,mechanical,5471296,10,Mẫu Hamilton Pilot 883 Edition của Hamilton - thiết kế cổ điển.,,,,automatic,60.0,1.0
586,Patek Philippe Heritage 244 S,Patek Philippe,electronic,11026987,21,Mẫu Patek Philippe Heritage 244 S của Patek Philippe - thiết kế hiện đại.,2.0,sleep_tracking;heart_rate;notifications;nfc;music_control,bluetooth,,,
587,Hublot Apex 309 S,Hublot,mechanical,11319183,96,Mẫu Hublot Apex 309 S của Hublot - thiết kế cổ điển.,,,,automatic,48.0,0.0
588,Bulova Prime 149 Z,Bulova,electronic,13119027,1,Mẫu Bulova Prime 149 Z của Bulova - thiết kế hiện đại.,3.0,music_control;sleep_tracking;nfc;step_counter,bluetooth,,,
589,Skagen Urban 980 X,Skagen,mechanical,9352041,83,Mẫu Skagen Urban 980 X của Skagen - thiết kế cổ điển.,,,,manual,42.0,0.0
590,Orient Prime 671 One,Orient,mechanical,6171730,98,Mẫu Orient Prime 671 One của Orient - thiết kế cổ điển.,,,,automatic,72.0,0.0
591,Fossil Pilot 346 Model,Fossil,electronic,5042412,1,Mẫu Fossil Pilot 346 Model của Fossil - thiết kế hiện đại.,7.0,gps,bluetooth,,,
592,Invicta Sport 702 S,Invicta,mechanical,5596988,92,Mẫu Invicta Sport 702 S của Invicta - thiết kế cổ điển.,,,,manual,42.0,1.0
593,Citizen Eco-Drive Sport 59 One,Citizen Eco-Drive,mechanical,10020780,27,Mẫu Citizen Eco-Drive Sport 59 One của Citizen Eco-Drive - thiết kế cổ điển.,,,,automatic,72.0,1.0
594,Citizen Eco-Drive Master 385 One,Citizen Eco-Drive,mechanical,12146401,23,Mẫu Citizen Eco-Drive Master 385 One của Citizen Eco-Drive - thiết kế cổ điển.,,,,automatic,72.0,1.0
595,Longines Sport 655 S,Longines,mechanical,13879083,35,Mẫu Longines Sport 655 S của Longines - thiết kế cổ điển.,,,,manual,72.0,0.0
596,Tag Heuer Prime 166 Series,Tag Heuer,electronic,4520668,7,Mẫu Tag Heuer Prime 166 Series của Tag Heuer - thiết kế hiện đại.,4.0,sleep_tracking;heart_rate;nfc;notifications,wifi,,,
597,Bulova Elite 625 X,Bulova,mechanical,3087411,62,Mẫu Bulova Elite 625 X của Bulova - thiết kế cổ điển.,,,,automatic,40.0,0.0
598,Fossil Voyager 659 Series,Fossil,electronic,13732834,91,Mẫu Fossil Voyager 659 Series của Fossil - thiết kế hiện đại.,3.0,heart_rate,bluetooth,,,
599,Rolex Apex 20 S,Rolex,mechanical,2658387,81,Mẫu Rolex Apex 20 S của Rolex - thiết kế cổ điển.,,,,automatic,36.0,0.0
600,Tissot Urban 927 X,Tissot,mechanical,8832284,65,Mẫu Tissot Urban 927 X của Tissot - thiết kế cổ điển.,,,,manual,48.0,0.0
601,Citizen Pilot 232 Edition,Citizen,mechanical,6074146,88,Mẫu Citizen Pilot 232 Edition của Citizen - thiết kế cổ điển.,,,,manual,36.0,0.0
602,Swatch Urban 699 Pro,Swatch,electronic,6308915,80,Mẫu Swatch Urban 699 Pro của Swatch - thiết kế hiện đại.,7.0,sleep_tracking,none,,,
603,Longines Prime 664 Line,Longines,mechanical,3060965,5,Mẫu Longines Prime 664 Line của Longines - thiết kế cổ điển.,,,,manual,72.0,1.0
604,Hublot Sport 646 Lite,Hublot,mechanical,7554301,80,Mẫu Hublot Sport 646 Lite của Hublot - thiết kế cổ điển.,,,,manual,72.0,1.0
605,Fossil Classic 738 One,Fossil,mechanical,3958034,49,Mẫu Fossil Classic 738 One của Fossil - thiết kế cổ điển.,,,,automatic,80.0,0.0
606,Bulova Pilot 989 S,Bulova,electronic,14515325,2,Mẫu Bulova Pilot 989 S của Bulova - thiết kế hiện đại.,1.0,heart_rate;nfc;sleep_tracking,bluetooth,,,
607,Fossil Pilot 470 Z,Fossil,mechanical,2659828,74,Mẫu Fossil Pilot 470 Z của Fossil - thiết kế cổ điển.,,,,automatic,36.0,1.0
608,Bulova Classic 483 One,Bulova,electronic,1164125,89,Mẫu Bulova Classic 483 One của Bulova - thiết kế hiện đại.,7.0,heart_rate;gps,bluetooth,,,
609,Orient Apex 626 Model,Orient,electronic,12612606,8,Mẫu Orient Apex 626 Model của Orient - thiết kế hiện đại.,10.0,gps,gps,,,
610,Citizen Eco-Drive Elite 65 Line,Citizen Eco-Drive,electronic,6680066,94,Mẫu Citizen Eco-Drive Elite 65 Line của Citizen Eco-Drive - thiết kế hiện đại.,7.0,sleep_tracking;heart_rate;notifications;step_counter,wifi,,,
611,Fossil Classic 608 Model,Fossil,mechanical,5364804,15,Mẫu Fossil Classic 608 Model của Fossil - thiết kế cổ điển.,,,,manual,40.0,0.0
612,Swatch Pilot 169 S,Swatch,mechanical,4032847,74,Mẫu Swatch Pilot 169 S của Swatch - thiết kế cổ điển.,,,,automatic,40.0,1.0
613,Citizen Eco-Drive Heritage 797 Model,Citizen Eco-Drive,electronic,726640,62,Mẫu Citizen Eco-Drive Heritage 797 Model của Citizen Eco-Drive - thiết kế hiện đại.,1.0,heart_rate,wifi,,,
614,Movado Prime 427 S,Movado,electronic,10539196,26,Mẫu Movado Prime 427 S của Movado - thiết kế hiện đại.,2.0,notifications;waterproof;gps,wifi,,,
615,Casio Voyager 185 S,Casio,electronic,9374722,11,Mẫu Casio Voyager 185 S của Casio - thiết kế hiện đại.,7.0,sleep_tracking;waterproof;heart_rate,wifi,,,
616,Invicta Sport 634 Lite,Invicta,mechanical,13009600,69,Mẫu Invicta Sport 634 Lite của Invicta - thiết kế cổ điển.,,,,automatic,48.0,0.0
617,Rolex Classic 199 Series,Rolex,electronic,12050888,87,Mẫu Rolex Classic 199 Series của Rolex - thiết kế hiện đại.,10.0,notifications;gps;music_control;heart_rate,bluetooth,,,
618,Omega Elite 446 Pro,Omega,electronic,5347272,97,Mẫu Omega Elite 446 Pro của Omega - thiết kế hiện đại.,4.0,gps,bluetooth,,,
619,Hamilton Master 805 Edition,Hamilton,electronic,7533390,14,Mẫu Hamilton Master 805 Edition của Hamilton - thiết kế hiện đại.,1.0,notifications;step_counter,none,,,
620,Tag Heuer Elite 798 Series,Tag Heuer,mechanical,5228917,12,Mẫu Tag Heuer Elite 798 Series của Tag Heuer - thiết kế cổ điển.,,,,automatic,72.0,0.0
621,Hublot Elite 76 S,Hublot,electronic,8983838,6,Mẫu Hublot Elite 76 S của Hublot - thiết kế hiện đại.,4.0,waterproof;step_counter,gps,,,
622,Swatch Master 469 Line,Swatch,mechanical,9664306,34,Mẫu Swatch Master 469 Line của Swatch - thiết kế cổ điển.,,,,automatic,42.0,1.0
623,Movado Classic 288 Model,Movado,mechanical,2111084,59,Mẫu Movado Classic 288 Model của Movado - thiết kế cổ điển.,,,,manual,48.0,1.0
624,Timex Prime 619 Model,Timex,electronic,11948431,81,Mẫu Timex Prime 619 Model của Timex - thiết kế hiện đại.,5.0,waterproof;heart_rate,gps,,,
625,Bulova Elite 606 S,Bulova,electronic,12636341,35,Mẫu Bulova Elite 606 S của Bulova - thiết kế hiện đại.,1.0,waterproof;gps;nfc;notifications,wifi,,,
626,Movado Master 936 One,Movado,electronic,13524651,53,Mẫu Movado Master 936 One của Movado - thiết kế hiện đại.,1.0,notifications,bluetooth,,,
627,Hublot Apex 830 Series,Hublot,mechanical,7060400,30,Mẫu Hublot Apex 830 Series của Hublot - thiết kế cổ điển.,,,,automatic,60.0,1.0
628,Patek Philippe Elite 136 Lite,Patek Philippe,electronic,4788961,82,Mẫu Patek Philippe Elite 136 Lite của Patek Philippe - thiết kế hiện đại.,1.0,notifications,none,,,
629,Longines Voyager 766 One,Longines,mechanical,853995,58,Mẫu Longines Voyager 766 One của Longines - thiết kế cổ điển.,,,,manual,80.0,1.0
630,Hublot Master 809 Lite,Hublot,electronic,9588759,90,Mẫu Hublot Master 809 Lite của Hublot - thiết kế hiện đại.,7.0,gps,gps,,,
631,Tag Heuer Pilot 34 Pro,Tag Heuer,electronic,6675583,34,Mẫu Tag Heuer Pilot 34 Pro của Tag Heuer - thiết kế hiện đại.,7.0,waterproof;music_control;sleep_tracking;heart_rate;nfc,bluetooth,,,
632,Swatch Classic 114 X,Swatch,electronic,5801067,79,Mẫu Swatch Classic 114 X của Swatch - thiết kế hiện đại.,1.0,sleep_tracking;gps;notifications,bluetooth,,,
